register_number,company_name,corp_number,office_type,business_type,valid_period,representative,address_jibun,address_road,phone,ad_phone,register_agency,operation_status
인천연수구-22-0004,이지(EZ)대부,,본점,금전대부,2025.02.19~2028.02.18,문준식,인천광역시 연수구 동춘동 936-8 동경프라자 8067호,"인천광역시 연수구 앵고개로 262, 동경프라자 8067호 (동춘동)",032-832-1552,032-832-1552,지방자치단체,영업중
인천연수구-22-0005,위너대부,,본점,금전대부,2025.03.04~2028.03.03,신승자,인천광역시 연수구 송도동 29-1 한라 웨스턴파크 송도,"인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 215호 나-6호 (송도동)",010-5308-6782,010-5308-6782,지방자치단체,영업중
인천연수구-22-0006,위즈대부,,본점,금전대부,2022.03.30~2025.03.29,이철순,인천광역시 연수구 동춘동 936-8 동경프라자,"인천광역시 연수구 앵고개로 262, 동경프라자 832호 (동춘동)",010-8968-7506,,지방자치단체,영업중
인천연수구-22-0007,위즈대부중개,,본점,대부중개,2022.04.04~2025.04.03,이철순,인천광역시 연수구 동춘동 936-8 동경프라자,"인천광역시 연수구 앵고개로 262, 동경프라자 832호 (동춘동)",010-8968-7506,,지방자치단체,영업중
인천연수구-22-0010,스타마켓팅컴퍼니대부 주식회사,110111-5205970,본점,금전대부,2022.04.21~2025.04.20,옥은정,인천광역시 연수구 송도동 214 송도 BRC 스마트밸리 지식산업센터,"인천광역시 연수구 송도미래로 30, 송도 BRC 스마트밸리 지식산업센터 E동 802호 (송도동)",032-813-1118,010-3434-7698,지방자치단체,영업중
인천연수구-22-0011,스타마켓팅컴퍼니대부 주식회사,110111-5205970,본점,대부중개,2022.04.21~2025.04.20,옥은정,인천광역시 연수구 송도동 214 송도 BRC 스마트밸리 지식산업센터,"인천광역시 연수구 송도미래로 30, 송도 BRC 스마트밸리 지식산업센터 E동 802호 (송도동)",032-813-1118,010-3434-7698,지방자치단체,영업중
인천연수구-22-0013,그림자산대부,,본점,금전대부,2022.05.11~2025.05.11,문성규,인천광역시 연수구 옥련동 482-1 세정빌딩,"인천광역시 연수구 한나루로86번길 4, 세정빌딩 제비101호(중일부103호 (옥련동)",010-8629-8199,,지방자치단체,영업중
인천연수구-22-0014,주식회사 마스터파이낸스대부,120111-1232321,본점,금전대부,2022.05.18~2025.05.18,장남철,인천광역시 연수구 송도동 214 송도 BRC 스마트밸리 지식산업센터,"인천광역시 연수구 송도미래로 30, 송도 BRC 스마트밸리 지식산업센터 비동 613호 (송도동)",032-837-5882,032-837-5882,지방자치단체,영업중
인천연수구-22-0020,주식회사 마스터파이낸스대부,120111-1232321,본점,대부중개,2022.08.10~2025.08.10,장남철,인천광역시 연수구 송도동 214 송도 BRC 스마트밸리 지식산업센터,"인천광역시 연수구 송도미래로 30, 송도 BRC 스마트밸리 지식산업센터 B동 613호 (송도동)",032-837-5882,032-837-5882,지방자치단체,영업중
2022-인천중구-0001,주식회사 모노플러스대부,121111-0371319,본점,금전대부,2024.12.11~2027.12.11,오병철,인천광역시 중구 중산동 1874-8 스카이 메디컬 프라자 502호,"인천광역시 중구 하늘달빛로64번길 6-3, 스카이 메디컬 프라자 5층 502호 (중산동)",010-3106-0173,,지방자치단체,영업중
2022-인천중구-0004,에이치케이솔루션 대부중개,,본점,대부중개,2022.09.21~2024.09.25,홍정권,인천광역시 중구 사동 13-4 정우빌딩,"인천광역시 중구 인중로 178, 정우빌딩 207호 (사동)","1533-4853, 010-6356-4495",1533-4853,지방자치단체,영업중
2022-인천중구-0003,에이치케이솔루션 대부,,본점,금전대부,2022.09.21~2025.09.21,홍정권,인천광역시 중구 사동 13-4 정우빌딩,"인천광역시 중구 인중로 178, 정우빌딩 207호 (사동)","1533-4853, 010-6356-4495",1533-4853,지방자치단체,영업중
2022-인천중구-0007,비대면햇살대부,,본점,금전대부,2022.11.01~2025.11.01,박정원,인천광역시 중구 중산동 1875-5 채운 에비뉴,"인천광역시 중구 하늘달빛로 88, 채운 에비뉴 7층 701호 내 R3실호 (중산동)",010-8175-0382,010-8175-0382,지방자치단체,영업중
2022-인천중구-0008,주식회사 케이앤디대부,120111-1012393,본점,금전대부,2022.05.24~2025.05.24,김경아,인천광역시 중구 율목동 1-24 배다리쇼핑센터,"인천광역시 중구 참외전로 184, 배다리쇼핑센터 1층 2105호 (율목동)",010-2071-9646,010-2071-9646,지방자치단체,영업중
2022-전남광양-0001,하나대부중개,,본점,대부중개,2022.04.18~2025.04.17,강재호,전라남도 광양시 광양읍 인서리 132-5,전라남도 광양시 광양읍 숲샘길 28-5,061-913-1001,010-2766-5801,지방자치단체,영업중
2022-전남광양-0002,산해투자캐피탈대부,,본점,금전대부,2022.12.15~2025.12.13,김흥수,전라남도 광양시 광영동 755-1 가야아파트,"전라남도 광양시 가야로 380, 상가동 201호 (광영동, 가야아파트)",01091998272,010-9199-8272,지방자치단체,영업중
2022-전남나주-0003,JK대부,,본점,금전대부,2024.05.11~2027.05.10,윤정국,전라남도 나주시 빛가람동 465-1,"전라남도 나주시 황동3길 65, 유창타워 2층 201호 (빛가람동)",010-3614-4076,,지방자치단체,영업중
제2022-전남목포-006,마음사랑대부,,본점,금전대부,2022.02.24~2025.02.24,강제구,전라남도 목포시 호남동 141,전라남도 목포시 영산로110번길 4-2(호남동),010-2175-0456,010-2175-0456,지방자치단체,영업중
제2022-전남목포-008,스마일 대부,,본점,금전대부,2022.11.11~2025.11.09,박종윤,전라남도 목포시 산정동 1686-18,"전라남도 목포시 원산로 38, 1층 (산정동)",010-8010-1811,"010-4682-7007, 010-4489-1606, 010-8768-1811",지방자치단체,영업중
제2022-전남목포-009,유한회사 세움땅 대부법인,201114-0048329,본점,금전대부,2022.11.17~2025.11.15,김향원,전라남도 목포시 상동 759-2,전라남도 목포시 상리로9번길 13(상동),01033533688,,지방자치단체,영업중
제2022-전남목포-010,다이아몬드 대부,201114-0048311,본점,금전대부,2022.11.18~2025.11.16,배용범,전라남도 목포시 산정동 1421-3,전라남도 목포시 삼학로 238(산정동),01036312419,010-3631-2419,지방자치단체,영업중
2022-전남신안-00001,효광디엠,,본점,대부중개,2022.07.11~2025.07.10,,전라남도 신안군 팔금면 원산리 1522,전라남도 신안군 팔금면 원산서근길 116,010-5316-2096,010-9135-7991,지방자치단체,영업중
2022-전남영광-0001,스피드대부업,,본점,금전대부,2022.10.20~2025.10.19,이현지,전라남도 영광군 영광읍 신하리 829-19,전라남도 영광군 영광읍 옥당로 141-1,010-6871-5700,010-6871-5700,지방자치단체,영업중
2022-전남영암-0002-대부,월드전당포,,본점,금전대부,2022.09.29~2025.09.28,정훈,전라남도 영암군 삼호읍 용앙리 1649-4,"전라남도 영암군 삼호읍 대불주거7로6길 7, 드림하우스 402호",010-9041-6256,,지방자치단체,영업중
2022-전남장성-1,주식회사 월산대부,205911-0040199,본점,금전대부,2024.12.30~2027.12.30,민순덕,전라남도 장성군 장성읍 영천리 1059,"전라남도 장성군 장성읍 청운4길 6, 2층",010-6316-6660,010-6316-6660,지방자치단체,영업중
2022-전남장성-2,새희망대부 주식회사,205911-0041452,본점,금전대부,2022.02.25~2025.02.24,조영무,전라남도 장성군 황룡면 장산리 1-52,전라남도 장성군 황룡면 함장로 5316,061-392-0849,,지방자치단체,영업중
2022-전북군산-266호,서해전당포대부,,본점,금전대부,2025.03.18~2028.03.18,최일수,전북특별자치도 군산시 대명동 161-2 순금당,"전북특별자치도 군산시 구시장로 25, 순금당 (대명동)",010-6426-6733,010-6426-6733,지방자치단체,영업중
2022-전북부안-0003,그린대부금융,,본점,금전대부,2022.08.06~2025.08.05,신형석,전북특별자치도 부안군 부안읍 봉덕리 561-3,전북특별자치도 부안군 부안읍 석정로 265,010-5302-9414,,지방자치단체,영업중
2022-전북익산-0001,아시안대부,,본점,금전대부,2025.02.20~2028.02.21,장민수,전북특별자치도 익산시 주현동 244-10,"전북특별자치도 익산시 서동로5길 9, 3층 (주현동)",010-7512-8576,010-4510-8576,지방자치단체,영업중
2022-전북전주-0009,주식회사 에쓰에쓰대부중개,210111-0138266,본점,대부중개,2022.03.04~2025.03.04,이옥희,전북특별자치도 전주시 덕진구 인후동1가 433-11,"전북특별자치도 전주시 덕진구 견훤로 256, 203호 (인후동1가)",010-7186-5307,010-7186-5307,지방자치단체,영업중
2022-전북전주-0008,주식회사 에쓰에쓰대부,210111-0138266,본점,금전대부,2022.03.04~2025.03.04,이옥희,전북특별자치도 전주시 덕진구 인후동1가 433-11,"전북특별자치도 전주시 덕진구 견훤로 256, 203호 (인후동1가)",010-7186-5307,010-7186-5307,지방자치단체,영업중
2022-전북전주-0012,이지대부,,본점,금전대부,2025.02.24~2028.02.24,이상민,전북특별자치도 전주시 덕진구 팔복동1가 139-15,"전북특별자치도 전주시 덕진구 기린대로 702, 201호 (팔복동1가)",063-212-0079,063-212-0079,지방자치단체,영업중
2022-전북전주-0014,선동 대부,,본점,금전대부,2023.01.02~2026.01.02,김주선,전북특별자치도 전주시 덕진구 금암동 765-1 금암상가맨션아파트,"전북특별자치도 전주시 덕진구 용산1길 12, 16호 (금암동, 금암상가맨션아파트)",010-3680-8119,010-3680-8119,지방자치단체,영업중
2022-전북전주-0015,다다대부,,본점,금전대부,2022.12.22~2025.12.22,김덕순,전북특별자치도 전주시 덕진구 금암동 765-1 금암상가맨션아파트 16호,"전북특별자치도 전주시 덕진구 용산1길 12, 16호 (금암동, 금암상가맨션아파트)",010-4191-8119,010-4191-8119,지방자치단체,영업중
2022-전북전주-0016,블랙큐브파이낸스대부,,본점,금전대부,2022.06.20~2025.06.20,김정훈,전북특별자치도 전주시 덕진구 만성동 1283-2,"전북특별자치도 전주시 덕진구 만성남8길 4, 1동 101호 (만성동)",010-8841-8877,010-4996-6655,지방자치단체,영업중
2022-전북전주-0018,착한전당포전주대부,,본점,금전대부,2022.06.28~2025.06.28,박정은,전북특별자치도 전주시 덕진구 금암동 461-10 서울영상의학과,"전북특별자치도 전주시 덕진구 가리내로 10, 서울영상의학과 2층 (금암동)",063-226-0805,063-226-0805,지방자치단체,영업중
2022-전북전주-0031,민지대부,,본점,금전대부,2022.12.26~2025.12.26,탁지민,전북특별자치도 전주시 완산구 중화산동2가 616 강석빌딩,"전북특별자치도 전주시 완산구 중화산로 68, 201호(더워크스페이스) A-147호 (중화산동2가)",010-3104-7579,010-3104-7579,지방자치단체,영업중
2022-전북전주-0032,민지대부중개,,본점,대부중개,2022.12.26~2025.12.26,탁지민,전북특별자치도 전주시 완산구 중화산동2가 616 강석빌딩,"전북특별자치도 전주시 완산구 중화산로 68, 201호(더워크스페이스) A-147호 (중화산동2가)",010-3104-7579,010-3104-7579,지방자치단체,영업중
2022-전북전주-0020,대부중개 로즈론,,본점,대부중개,2022.07.27~2025.07.27,김정관,전북특별자치도 전주시 완산구 효자동2가 1233-2,"전북특별자치도 전주시 완산구 우전로 255, 402호 (효자동2가)",010-2473-2963,010-2473-2963,지방자치단체,영업중
2022-전북전주-0021,뽀빠이기획대부,,본점,금전대부,2022.08.01~2025.08.01,박종문,전북특별자치도 전주시 완산구 삼천동1가 643-3 성은교회,"전북특별자치도 전주시 완산구 거마중앙로 54, 1층 (삼천동1가)",063-236-7118,010-3958-7118,지방자치단체,영업중
2022-전북전주-0022,뽀빠이기획대부중개,,본점,대부중개,2022.08.01~2025.08.01,박종문,전북특별자치도 전주시 완산구 삼천동1가 643-3,"전북특별자치도 전주시 완산구 거마중앙로 54, 1층 (삼천동1가)",063-236-7118,010-3958-7118,지방자치단체,영업중
2022-전북정읍-0001,오케이대부,,본점,금전대부,2025.03.06~2028.03.05,기연우,전북특별자치도 정읍시 장명동 165-1 자혜헤어시티,"전북특별자치도 정읍시 관통로 15-1, 자혜헤어시티 (장명동)",010-5223-7029,"010-6447-7029, 010-4831-7029",지방자치단체,영업중
2022-제주제주-0004,오름대부,,본점,금전대부,2025.01.20~2028.01.19,이지혜,제주특별자치도 제주시 삼도일동 799-4,"제주특별자치도 제주시 남성로 127, 4층 421호 (삼도일동)",010-9550-4926,"010-6464-2622, 010-6448-9119",지방자치단체,영업중
2022-제주제주-0007,바른대부,,본점,금전대부,2022.04.20~2025.04.19,김기환,제주특별자치도 제주시 삼도일동 799-4,"제주특별자치도 제주시 남성로 127, 월드비즈타운 4층 432호 (삼도일동)",010-8803-7295,"010-4000-2607, 010-2068-2508",지방자치단체,영업중
2022-제주제주-0008,에스더블유홀딩스대부,,본점,금전대부,2022.04.20~2025.04.19,이재홍,제주특별자치도 제주시 아라이동 3001-4 k-33호,"제주특별자치도 제주시 승천로 57, 행복공간 3층 k-33호 (아라이동)",010-9607-5544,010-9607-5544,지방자치단체,영업중
2022-제주제주-0009,대부하르방,,본점,금전대부,2022.04.27~2025.04.26,유나원,제주특별자치도 제주시 이도이동 1059-14 네오캠퍼스-제주1호점,"제주특별자치도 제주시 연삼로 411, 네오캠퍼스-제주1호점 8층 세미나실호 (이도이동)",010-8809-9486,010-8809-9486,지방자치단체,영업중
2022-제주제주-0010,주식회사 전무후무대부,220111-0238006,본점,금전대부,2022.05.12~2025.05.11,선희경,제주특별자치도 제주시 한림읍 한림리 1361-1 202호,"제주특별자치도 제주시 한림읍 한림로 655-1, 202호",010-9229-2071,010-6227-1476,지방자치단체,영업중
2022-제주제주-0012,미소대부,,본점,금전대부,2022.06.23~2025.06.22,변재환,제주특별자치도 제주시 연동 2324-5 현대오피스텔 1218호,"제주특별자치도 제주시 도령로 87, 현대오피스텔 12층 1218호 (연동)",010-5665-1701,"010-5665-1701, 010-7605-5853",지방자치단체,영업중
2022-제주제주 -0013,페르마타대부주식회사,220111-0241447,본점,금전대부,2022.07.21~2025.07.20,송지혜,제주특별자치도 제주시 도남동 193-2 예담길 202호,"제주특별자치도 제주시 원남6길 57, 예담길 2층 202호 (도남동)",010-2792-1678,010-2792-1678,지방자치단체,영업중
